forecast_date,forecast_date_parsed,wind,likely_snow_discrete,actual_snow_discrete,scrapped_date,days_from_actual,forecast_date_ordinal
Fri Aug 14,2020-08-14 00:00:00,NE,3.5,3.5,2020-08-14,0.0,Fri
Sat Aug 15,2020-08-15 00:00:00,SW,2.0,3.5,2020-08-14,1.0,Sat
Sun Aug 16,2020-08-16 00:00:00,SW/NW,3.5,3.5,2020-08-14,2.0,Sun
Mon Aug 17,2020-08-17 00:00:00,NW,2.0,2.0,2020-08-14,3.0,Mon
Tue Aug 18,2020-08-18 00:00:00,N,22.5,7.5,2020-08-14,4.0,Tue
Wed Aug 19,2020-08-19 00:00:00,NW,30.0,22.5,2020-08-14,5.0,Wed
Thu Aug 20,2020-08-20 00:00:00,NW,22.5,15.0,2020-08-14,6.0,Thu
Fri Aug 21,2020-08-21 00:00:00,W,7.5,,2020-08-14,7.0,Fri
Sat Aug 22,2020-08-22 00:00:00,W,3.5,,2020-08-14,8.0,Sat
Sun Aug 23,2020-08-23 00:00:00,NW,0.0,,2020-08-14,9.0,Sun
Mon Aug 24,2020-08-24 00:00:00,NW,0.0,2.0,2020-08-14,10.0,Mon
Tue Aug 25,2020-08-25 00:00:00,NW,2.0,2.0,2020-08-14,11.0,Tue
Wed Aug 26,2020-08-26 00:00:00,NW,2.0,0.0,2020-08-14,12.0,Wed
Thu Aug 27,2020-08-27 00:00:00,NW,2.0,3.5,2020-08-14,13.0,Thu
Sat Aug 15,2020-08-15 00:00:00,SW,3.5,3.5,2020-08-15,0.0,Sat
Sun Aug 16,2020-08-16 00:00:00,SW,3.5,3.5,2020-08-15,1.0,Sun
Mon Aug 17,2020-08-17 00:00:00,NW,2.0,2.0,2020-08-15,2.0,Mon
Tue Aug 18,2020-08-18 00:00:00,NW,7.5,7.5,2020-08-15,3.0,Tue
Wed Aug 19,2020-08-19 00:00:00,NW,30.0,22.5,2020-08-15,4.0,Wed
Thu Aug 20,2020-08-20 00:00:00,NW,15.0,15.0,2020-08-15,5.0,Thu
Fri Aug 21,2020-08-21 00:00:00,NW,15.0,,2020-08-15,6.0,Fri
Sat Aug 22,2020-08-22 00:00:00,NW,15.0,,2020-08-15,7.0,Sat
Sun Aug 23,2020-08-23 00:00:00,NW,2.0,,2020-08-15,8.0,Sun
Mon Aug 24,2020-08-24 00:00:00,NW,0.0,2.0,2020-08-15,9.0,Mon
Tue Aug 25,2020-08-25 00:00:00,NW,3.5,2.0,2020-08-15,10.0,Tue
Wed Aug 26,2020-08-26 00:00:00,NW,3.5,0.0,2020-08-15,11.0,Wed
Thu Aug 27,2020-08-27 00:00:00,NW,2.0,3.5,2020-08-15,12.0,Thu
Fri Aug 28,2020-08-28 00:00:00,NW,0.0,0.0,2020-08-15,13.0,Fri
Sun Aug 16,2020-08-16 00:00:00,SW,3.5,3.5,2020-08-16,0.0,Sun
Mon Aug 17,2020-08-17 00:00:00,NW,2.0,2.0,2020-08-16,1.0,Mon
Tue Aug 18,2020-08-18 00:00:00,Fresh N/NW,7.5,7.5,2020-08-16,2.0,Tue
Wed Aug 19,2020-08-19 00:00:00,Fresh NW,22.5,22.5,2020-08-16,3.0,Wed
Thu Aug 20,2020-08-20 00:00:00,Fresh NW,15.0,15.0,2020-08-16,4.0,Thu
Fri Aug 21,2020-08-21 00:00:00,Fresh NW,22.5,,2020-08-16,5.0,Fri
Sat Aug 22,2020-08-22 00:00:00,Fresh W,15.0,,2020-08-16,6.0,Sat
Sun Aug 23,2020-08-23 00:00:00,W,7.5,,2020-08-16,7.0,Sun
Mon Aug 24,2020-08-24 00:00:00,NW,2.0,2.0,2020-08-16,8.0,Mon
Tue Aug 25,2020-08-25 00:00:00,NW,2.0,2.0,2020-08-16,9.0,Tue
Wed Aug 26,2020-08-26 00:00:00,NW,2.0,0.0,2020-08-16,10.0,Wed
Thu Aug 27,2020-08-27 00:00:00,NW,2.0,3.5,2020-08-16,11.0,Thu
Fri Aug 28,2020-08-28 00:00:00,NW,2.0,0.0,2020-08-16,12.0,Fri
Sat Aug 29,2020-08-29 00:00:00,NW,2.0,,2020-08-16,13.0,Sat
Mon Aug 17,2020-08-17 00:00:00,W/NW,2.0,2.0,2020-08-17,0.0,Mon
Tue Aug 18,2020-08-18 00:00:00,N/NW,7.5,7.5,2020-08-17,1.0,Tue
Wed Aug 19,2020-08-19 00:00:00,NW,22.5,22.5,2020-08-17,2.0,Wed
Thu Aug 20,2020-08-20 00:00:00,NW,15.0,15.0,2020-08-17,3.0,Thu
Fri Aug 21,2020-08-21 00:00:00,NW,22.5,,2020-08-17,4.0,Fri
Sat Aug 22,2020-08-22 00:00:00,W,15.0,,2020-08-17,5.0,Sat
Sun Aug 23,2020-08-23 00:00:00,SW,2.0,,2020-08-17,6.0,Sun
Mon Aug 24,2020-08-24 00:00:00,NW,2.0,2.0,2020-08-17,7.0,Mon
Tue Aug 25,2020-08-25 00:00:00,NW,2.0,2.0,2020-08-17,8.0,Tue
Wed Aug 26,2020-08-26 00:00:00,NW,2.0,0.0,2020-08-17,9.0,Wed
Thu Aug 27,2020-08-27 00:00:00,NW,2.0,3.5,2020-08-17,10.0,Thu
Fri Aug 28,2020-08-28 00:00:00,NW,2.0,0.0,2020-08-17,11.0,Fri
Sat Aug 29,2020-08-29 00:00:00,NW,0.0,,2020-08-17,12.0,Sat
Sun Aug 30,2020-08-30 00:00:00,NW,0.0,2.0,2020-08-17,13.0,Sun
Tue Aug 18,2020-08-18 00:00:00,Strong N/NW,7.5,7.5,2020-08-18,0.0,Tue
Wed Aug 19,2020-08-19 00:00:00,Gale N/NW,30.0,22.5,2020-08-18,1.0,Wed
Thu Aug 20,2020-08-20 00:00:00,Gale NW,15.0,15.0,2020-08-18,2.0,Thu
Fri Aug 21,2020-08-21 00:00:00,Gale NW,22.5,,2020-08-18,3.0,Fri
Sat Aug 22,2020-08-22 00:00:00,Easing W/SW,22.5,,2020-08-18,4.0,Sat
Sun Aug 23,2020-08-23 00:00:00,SW/NW,2.0,,2020-08-18,5.0,Sun
Mon Aug 24,2020-08-24 00:00:00,NW,3.5,2.0,2020-08-18,6.0,Mon
Tue Aug 25,2020-08-25 00:00:00,NW,2.0,2.0,2020-08-18,7.0,Tue
Wed Aug 26,2020-08-26 00:00:00,NW,2.0,0.0,2020-08-18,8.0,Wed
Thu Aug 27,2020-08-27 00:00:00,NW,2.0,3.5,2020-08-18,9.0,Thu
Fri Aug 28,2020-08-28 00:00:00,NW,2.0,0.0,2020-08-18,10.0,Fri
Sat Aug 29,2020-08-29 00:00:00,NW,2.0,,2020-08-18,11.0,Sat
Sun Aug 30,2020-08-30 00:00:00,NW,2.0,2.0,2020-08-18,12.0,Sun
Mon Aug 31,2020-08-31 00:00:00,NW,2.0,2.0,2020-08-18,13.0,Mon
Wed Aug 19,2020-08-19 00:00:00,Strong N/NW,22.5,22.5,2020-08-19,0.0,Wed
Thu Aug 20,2020-08-20 00:00:00,Strong N/NW,15.0,15.0,2020-08-19,1.0,Thu
Fri Aug 21,2020-08-21 00:00:00,Gale NW,30.0,,2020-08-19,2.0,Fri
Sat Aug 22,2020-08-22 00:00:00,Gale NW,15.0,,2020-08-19,3.0,Sat
Sun Aug 23,2020-08-23 00:00:00,Easing W/SW,2.0,,2020-08-19,4.0,Sun
Mon Aug 24,2020-08-24 00:00:00,W/NW,2.0,2.0,2020-08-19,5.0,Mon
Tue Aug 25,2020-08-25 00:00:00,NW,3.5,2.0,2020-08-19,6.0,Tue
Wed Aug 26,2020-08-26 00:00:00,NW,2.0,0.0,2020-08-19,7.0,Wed
Thu Aug 27,2020-08-27 00:00:00,NW,2.0,3.5,2020-08-19,8.0,Thu
Fri Aug 28,2020-08-28 00:00:00,NW,2.0,0.0,2020-08-19,9.0,Fri
Sat Aug 29,2020-08-29 00:00:00,NW,2.0,,2020-08-19,10.0,Sat
Sun Aug 30,2020-08-30 00:00:00,NW,2.0,2.0,2020-08-19,11.0,Sun
Mon Aug 31,2020-08-31 00:00:00,NW,2.0,2.0,2020-08-19,12.0,Mon
Tue Sep 01,2020-09-01 00:00:00,NW,2.0,0.0,2020-08-19,13.0,Tue
Thu Aug 20,2020-08-20 00:00:00,NW,15.0,15.0,2020-08-20,0.0,Thu
Fri Aug 21,2020-08-21 00:00:00,Fresh NW,30.0,,2020-08-20,1.0,Fri
Sat Aug 22,2020-08-22 00:00:00,NW/SW,22.5,,2020-08-20,2.0,Sat
Sun Aug 23,2020-08-23 00:00:00,SW,3.5,,2020-08-20,3.0,Sun
Mon Aug 24,2020-08-24 00:00:00,W/S,2.0,2.0,2020-08-20,4.0,Mon
Tue Aug 25,2020-08-25 00:00:00,SW/NW,0.0,2.0,2020-08-20,5.0,Tue
Wed Aug 26,2020-08-26 00:00:00,SW,3.5,0.0,2020-08-20,6.0,Wed
Thu Aug 27,2020-08-27 00:00:00,SW/W,0.0,3.5,2020-08-20,7.0,Thu
Fri Aug 28,2020-08-28 00:00:00,NW,3.5,0.0,2020-08-20,8.0,Fri
Sat Aug 29,2020-08-29 00:00:00,N/NW,2.0,,2020-08-20,9.0,Sat
Sun Aug 30,2020-08-30 00:00:00,N/NW,2.0,2.0,2020-08-20,10.0,Sun
Mon Aug 31,2020-08-31 00:00:00,N/NW,2.0,2.0,2020-08-20,11.0,Mon
Tue Sep 01,2020-09-01 00:00:00,N/NW,2.0,0.0,2020-08-20,12.0,Tue
Wed Sep 02,2020-09-02 00:00:00,NW,3.5,0.0,2020-08-20,13.0,Wed
Mon Aug 24,2020-08-24 00:00:00,W,2.0,2.0,2020-08-24,0.0,Mon
Tue Aug 25,2020-08-25 00:00:00,SW,2.0,2.0,2020-08-24,1.0,Tue
Wed Aug 26,2020-08-26 00:00:00,SW/NW,0.0,0.0,2020-08-24,2.0,Wed
Thu Aug 27,2020-08-27 00:00:00,NW,0.0,3.5,2020-08-24,3.0,Thu
Fri Aug 28,2020-08-28 00:00:00,NW,0.0,0.0,2020-08-24,4.0,Fri
Sat Aug 29,2020-08-29 00:00:00,Fresh NW,0.0,,2020-08-24,5.0,Sat
Sun Aug 30,2020-08-30 00:00:00,NW,3.5,2.0,2020-08-24,6.0,Sun
Mon Aug 31,2020-08-31 00:00:00,NW,0.0,2.0,2020-08-24,7.0,Mon
Tue Sep 01,2020-09-01 00:00:00,NW,0.0,0.0,2020-08-24,8.0,Tue
Wed Sep 02,2020-09-02 00:00:00,NW,0.0,0.0,2020-08-24,9.0,Wed
Thu Sep 03,2020-09-03 00:00:00,NW,3.5,0.0,2020-08-24,10.0,Thu
Fri Sep 04,2020-09-04 00:00:00,NW,3.5,0.0,2020-08-24,11.0,Fri
Sat Sep 05,2020-09-05 00:00:00,NW,2.0,,2020-08-24,12.0,Sat
Sun Sep 06,2020-09-06 00:00:00,NW,0.0,0.0,2020-08-24,13.0,Sun
Tue Aug 25,2020-08-25 00:00:00,SW,2.0,2.0,2020-08-25,0.0,Tue
Wed Aug 26,2020-08-26 00:00:00,SW/NW,0.0,0.0,2020-08-25,1.0,Wed
Thu Aug 27,2020-08-27 00:00:00,NW,0.0,3.5,2020-08-25,2.0,Thu
Fri Aug 28,2020-08-28 00:00:00,NW,0.0,0.0,2020-08-25,3.0,Fri
Sat Aug 29,2020-08-29 00:00:00,NW,0.0,,2020-08-25,4.0,Sat
Sun Aug 30,2020-08-30 00:00:00,NW/W,2.0,2.0,2020-08-25,5.0,Sun
Mon Aug 31,2020-08-31 00:00:00,W to N,2.0,2.0,2020-08-25,6.0,Mon
Tue Sep 01,2020-09-01 00:00:00,NW,0.0,0.0,2020-08-25,7.0,Tue
Wed Sep 02,2020-09-02 00:00:00,NW,0.0,0.0,2020-08-25,8.0,Wed
Thu Sep 03,2020-09-03 00:00:00,NW,0.0,0.0,2020-08-25,9.0,Thu
Fri Sep 04,2020-09-04 00:00:00,NW,0.0,0.0,2020-08-25,10.0,Fri
Sat Sep 05,2020-09-05 00:00:00,NW,0.0,,2020-08-25,11.0,Sat
Sun Sep 06,2020-09-06 00:00:00,N/NW,2.0,0.0,2020-08-25,12.0,Sun
Mon Sep 07,2020-09-07 00:00:00,NW,3.5,0.0,2020-08-25,13.0,Mon
Wed Aug 26,2020-08-26 00:00:00,SW/NW,0.0,0.0,2020-08-26,0.0,Wed
Thu Aug 27,2020-08-27 00:00:00,Fresh NW,3.5,3.5,2020-08-26,1.0,Thu
Fri Aug 28,2020-08-28 00:00:00,W,2.0,0.0,2020-08-26,2.0,Fri
Sat Aug 29,2020-08-29 00:00:00,NW/N,0.0,,2020-08-26,3.0,Sat
Sun Aug 30,2020-08-30 00:00:00,Fresh N/NW,2.0,2.0,2020-08-26,4.0,Sun
Mon Aug 31,2020-08-31 00:00:00,NW,2.0,2.0,2020-08-26,5.0,Mon
Tue Sep 01,2020-09-01 00:00:00,N,0.0,0.0,2020-08-26,6.0,Tue
Wed Sep 02,2020-09-02 00:00:00,N,0.0,0.0,2020-08-26,7.0,Wed
Thu Sep 03,2020-09-03 00:00:00,N,0.0,0.0,2020-08-26,8.0,Thu
Fri Sep 04,2020-09-04 00:00:00,N/NW,2.0,0.0,2020-08-26,9.0,Fri
Sat Sep 05,2020-09-05 00:00:00,NW,2.0,,2020-08-26,10.0,Sat
Sun Sep 06,2020-09-06 00:00:00,N/NW,0.0,0.0,2020-08-26,11.0,Sun
Mon Sep 07,2020-09-07 00:00:00,NW,0.0,0.0,2020-08-26,12.0,Mon
Tue Sep 08,2020-09-08 00:00:00,NW,0.0,2.0,2020-08-26,13.0,Tue
Thu Aug 27,2020-08-27 00:00:00,Fresh NW,3.5,3.5,2020-08-27,0.0,Thu
Fri Aug 28,2020-08-28 00:00:00,SW,2.0,0.0,2020-08-27,1.0,Fri
Sat Aug 29,2020-08-29 00:00:00,NW/N,0.0,,2020-08-27,2.0,Sat
Sun Aug 30,2020-08-30 00:00:00,Fresh NW,2.0,2.0,2020-08-27,3.0,Sun
Mon Aug 31,2020-08-31 00:00:00,SW,3.5,2.0,2020-08-27,4.0,Mon
Tue Sep 01,2020-09-01 00:00:00,NW,0.0,0.0,2020-08-27,5.0,Tue
Wed Sep 02,2020-09-02 00:00:00,N,0.0,0.0,2020-08-27,6.0,Wed
Thu Sep 03,2020-09-03 00:00:00,NW,3.5,0.0,2020-08-27,7.0,Thu
Fri Sep 04,2020-09-04 00:00:00,NW,3.5,0.0,2020-08-27,8.0,Fri
Sat Sep 05,2020-09-05 00:00:00,NW to W,2.0,,2020-08-27,9.0,Sat
Sun Sep 06,2020-09-06 00:00:00,NE to NW,2.0,0.0,2020-08-27,10.0,Sun
Mon Sep 07,2020-09-07 00:00:00,NW,2.0,0.0,2020-08-27,11.0,Mon
Tue Sep 08,2020-09-08 00:00:00,NW,0.0,2.0,2020-08-27,12.0,Tue
Wed Sep 09,2020-09-09 00:00:00,NW,0.0,2.0,2020-08-27,13.0,Wed
Fri Aug 28,2020-08-28 00:00:00,SW,0.0,0.0,2020-08-28,0.0,Fri
Sat Aug 29,2020-08-29 00:00:00,NW/N,0.0,,2020-08-28,1.0,Sat
Sun Aug 30,2020-08-30 00:00:00,Fresh N/NW,2.0,2.0,2020-08-28,2.0,Sun
Mon Aug 31,2020-08-31 00:00:00,SW/S,2.0,2.0,2020-08-28,3.0,Mon
Tue Sep 01,2020-09-01 00:00:00,NE/NW,0.0,0.0,2020-08-28,4.0,Tue
Wed Sep 02,2020-09-02 00:00:00,Fresh N,0.0,0.0,2020-08-28,5.0,Wed
Thu Sep 03,2020-09-03 00:00:00,NW,2.0,0.0,2020-08-28,6.0,Thu
Fri Sep 04,2020-09-04 00:00:00,NW,7.5,0.0,2020-08-28,7.0,Fri
Sat Sep 05,2020-09-05 00:00:00,W,3.5,,2020-08-28,8.0,Sat
Sun Sep 06,2020-09-06 00:00:00,SE to NW,2.0,0.0,2020-08-28,9.0,Sun
Mon Sep 07,2020-09-07 00:00:00,NW,0.0,0.0,2020-08-28,10.0,Mon
Tue Sep 08,2020-09-08 00:00:00,NW,0.0,2.0,2020-08-28,11.0,Tue
Wed Sep 09,2020-09-09 00:00:00,NW,2.0,2.0,2020-08-28,12.0,Wed
Thu Sep 10,2020-09-10 00:00:00,NW,2.0,0.0,2020-08-28,13.0,Thu
Sun Aug 30,2020-08-30 00:00:00,Strong N/NW,2.0,2.0,2020-08-30,0.0,Sun
Mon Aug 31,2020-08-31 00:00:00,SW/SE,2.0,2.0,2020-08-30,1.0,Mon
Tue Sep 01,2020-09-01 00:00:00,NE/NW,0.0,0.0,2020-08-30,2.0,Tue
Wed Sep 02,2020-09-02 00:00:00,Strong N,0.0,0.0,2020-08-30,3.0,Wed
Thu Sep 03,2020-09-03 00:00:00,Strong NW,3.5,0.0,2020-08-30,4.0,Thu
Fri Sep 04,2020-09-04 00:00:00,Fresh NW,3.5,0.0,2020-08-30,5.0,Fri
Sat Sep 05,2020-09-05 00:00:00,W/SW,3.5,,2020-08-30,6.0,Sat
Sun Sep 06,2020-09-06 00:00:00,SE,2.0,0.0,2020-08-30,7.0,Sun
Mon Sep 07,2020-09-07 00:00:00,SE to NW,2.0,0.0,2020-08-30,8.0,Mon
Tue Sep 08,2020-09-08 00:00:00,NW,0.0,2.0,2020-08-30,9.0,Tue
Wed Sep 09,2020-09-09 00:00:00,NW,0.0,2.0,2020-08-30,10.0,Wed
Thu Sep 10,2020-09-10 00:00:00,NW,2.0,0.0,2020-08-30,11.0,Thu
Fri Sep 11,2020-09-11 00:00:00,N/NW,2.0,0.0,2020-08-30,12.0,Fri
Sat Sep 12,2020-09-12 00:00:00,NW,2.0,,2020-08-30,13.0,Sat
Mon Aug 31,2020-08-31 00:00:00,SW/SE,2.0,2.0,2020-08-31,0.0,Mon
Tue Sep 01,2020-09-01 00:00:00,NE/NW,0.0,0.0,2020-08-31,1.0,Tue
Wed Sep 02,2020-09-02 00:00:00,Strong N,0.0,0.0,2020-08-31,2.0,Wed
Thu Sep 03,2020-09-03 00:00:00,Strong NW,2.0,0.0,2020-08-31,3.0,Thu
Fri Sep 04,2020-09-04 00:00:00,Fresh NW/W,3.5,0.0,2020-08-31,4.0,Fri
Sat Sep 05,2020-09-05 00:00:00,SW,3.5,,2020-08-31,5.0,Sat
Sun Sep 06,2020-09-06 00:00:00,SE,2.0,0.0,2020-08-31,6.0,Sun
Mon Sep 07,2020-09-07 00:00:00,SE to N,0.0,0.0,2020-08-31,7.0,Mon
Tue Sep 08,2020-09-08 00:00:00,NW,0.0,2.0,2020-08-31,8.0,Tue
Wed Sep 09,2020-09-09 00:00:00,NW/W,2.0,2.0,2020-08-31,9.0,Wed
Thu Sep 10,2020-09-10 00:00:00,W/NW,0.0,0.0,2020-08-31,10.0,Thu
Fri Sep 11,2020-09-11 00:00:00,NW,2.0,0.0,2020-08-31,11.0,Fri
Sat Sep 12,2020-09-12 00:00:00,Fresh NW,2.0,,2020-08-31,12.0,Sat
Sun Sep 13,2020-09-13 00:00:00,NW,2.0,0.0,2020-08-31,13.0,Sun
Tue Sep 01,2020-09-01 00:00:00,NE/NW,0.0,0.0,2020-09-01,0.0,Tue
Wed Sep 02,2020-09-02 00:00:00,Fresh N,0.0,0.0,2020-09-01,1.0,Wed
Thu Sep 03,2020-09-03 00:00:00,Fresh N,2.0,0.0,2020-09-01,2.0,Thu
Fri Sep 04,2020-09-04 00:00:00,NW,2.0,0.0,2020-09-01,3.0,Fri
Sat Sep 05,2020-09-05 00:00:00,NW,0.0,,2020-09-01,4.0,Sat
Sun Sep 06,2020-09-06 00:00:00,SE to NE,0.0,0.0,2020-09-01,5.0,Sun
Mon Sep 07,2020-09-07 00:00:00,N,0.0,0.0,2020-09-01,6.0,Mon
Tue Sep 08,2020-09-08 00:00:00,N/NW,0.0,2.0,2020-09-01,7.0,Tue
Wed Sep 09,2020-09-09 00:00:00,NW/SW,0.0,2.0,2020-09-01,8.0,Wed
Thu Sep 10,2020-09-10 00:00:00,S to NW,2.0,0.0,2020-09-01,9.0,Thu
Fri Sep 11,2020-09-11 00:00:00,N/NW,0.0,0.0,2020-09-01,10.0,Fri
Sat Sep 12,2020-09-12 00:00:00,N/NW,0.0,,2020-09-01,11.0,Sat
Sun Sep 13,2020-09-13 00:00:00,NW,2.0,0.0,2020-09-01,12.0,Sun
Mon Sep 14,2020-09-14 00:00:00,NW,2.0,0.0,2020-09-01,13.0,Mon
Wed Sep 02,2020-09-02 00:00:00,Fresh N,0.0,0.0,2020-09-02,0.0,Wed
Thu Sep 03,2020-09-03 00:00:00,Fresh NW,0.0,0.0,2020-09-02,1.0,Thu
Fri Sep 04,2020-09-04 00:00:00,NW,2.0,0.0,2020-09-02,2.0,Fri
Sat Sep 05,2020-09-05 00:00:00,NW,2.0,,2020-09-02,3.0,Sat
Sun Sep 06,2020-09-06 00:00:00,W/NW,0.0,0.0,2020-09-02,4.0,Sun
Mon Sep 07,2020-09-07 00:00:00,NW,0.0,0.0,2020-09-02,5.0,Mon
Tue Sep 08,2020-09-08 00:00:00,NW,0.0,2.0,2020-09-02,6.0,Tue
Wed Sep 09,2020-09-09 00:00:00,W,0.0,2.0,2020-09-02,7.0,Wed
Thu Sep 10,2020-09-10 00:00:00,SW to NW,0.0,0.0,2020-09-02,8.0,Thu
Fri Sep 11,2020-09-11 00:00:00,NW,2.0,0.0,2020-09-02,9.0,Fri
Sat Sep 12,2020-09-12 00:00:00,NW,0.0,,2020-09-02,10.0,Sat
Sun Sep 13,2020-09-13 00:00:00,NW,0.0,0.0,2020-09-02,11.0,Sun
Mon Sep 14,2020-09-14 00:00:00,NW,2.0,0.0,2020-09-02,12.0,Mon
Tue Sep 15,2020-09-15 00:00:00,NW,2.0,0.0,2020-09-02,13.0,Tue
Thu Sep 03,2020-09-03 00:00:00,Fresh N/NW,0.0,0.0,2020-09-03,0.0,Thu
Fri Sep 04,2020-09-04 00:00:00,NW,2.0,0.0,2020-09-03,1.0,Fri
Sat Sep 05,2020-09-05 00:00:00,NW,2.0,,2020-09-03,2.0,Sat
Sun Sep 06,2020-09-06 00:00:00,NW/N,0.0,0.0,2020-09-03,3.0,Sun
Mon Sep 07,2020-09-07 00:00:00,N,0.0,0.0,2020-09-03,4.0,Mon
Tue Sep 08,2020-09-08 00:00:00,Fresh NW,0.0,2.0,2020-09-03,5.0,Tue
Wed Sep 09,2020-09-09 00:00:00,SE,2.0,2.0,2020-09-03,6.0,Wed
Thu Sep 10,2020-09-10 00:00:00,SE to NW,0.0,0.0,2020-09-03,7.0,Thu
Fri Sep 11,2020-09-11 00:00:00,NW,2.0,0.0,2020-09-03,8.0,Fri
Sat Sep 12,2020-09-12 00:00:00,NW,2.0,,2020-09-03,9.0,Sat
Sun Sep 13,2020-09-13 00:00:00,NW,2.0,0.0,2020-09-03,10.0,Sun
Mon Sep 14,2020-09-14 00:00:00,NW,2.0,0.0,2020-09-03,11.0,Mon
Tue Sep 15,2020-09-15 00:00:00,NW,2.0,0.0,2020-09-03,12.0,Tue
Wed Sep 16,2020-09-16 00:00:00,W,2.0,0.0,2020-09-03,13.0,Wed
Fri Sep 04,2020-09-04 00:00:00,NW,0.0,0.0,2020-09-04,0.0,Fri
Sat Sep 05,2020-09-05 00:00:00,NW,2.0,,2020-09-04,1.0,Sat
Sun Sep 06,2020-09-06 00:00:00,NW/N,0.0,0.0,2020-09-04,2.0,Sun
Mon Sep 07,2020-09-07 00:00:00,N,0.0,0.0,2020-09-04,3.0,Mon
Tue Sep 08,2020-09-08 00:00:00,Fresh N/NW,0.0,2.0,2020-09-04,4.0,Tue
Wed Sep 09,2020-09-09 00:00:00,SE,2.0,2.0,2020-09-04,5.0,Wed
Thu Sep 10,2020-09-10 00:00:00,S to NW,0.0,0.0,2020-09-04,6.0,Thu
Fri Sep 11,2020-09-11 00:00:00,N/NW,2.0,0.0,2020-09-04,7.0,Fri
Sat Sep 12,2020-09-12 00:00:00,NW,2.0,,2020-09-04,8.0,Sat
Sun Sep 13,2020-09-13 00:00:00,NW,0.0,0.0,2020-09-04,9.0,Sun
Mon Sep 14,2020-09-14 00:00:00,NW,0.0,0.0,2020-09-04,10.0,Mon
Tue Sep 15,2020-09-15 00:00:00,NW,2.0,0.0,2020-09-04,11.0,Tue
Wed Sep 16,2020-09-16 00:00:00,W,2.0,0.0,2020-09-04,12.0,Wed
Thu Sep 17,2020-09-17 00:00:00,,,0.0,2020-09-04,13.0,Thu
Sun Sep 06,2020-09-06 00:00:00,N,0.0,0.0,2020-09-06,0.0,Sun
Mon Sep 07,2020-09-07 00:00:00,Strong N,0.0,0.0,2020-09-06,1.0,Mon
Tue Sep 08,2020-09-08 00:00:00,Strong N/NW,0.0,2.0,2020-09-06,2.0,Tue
Wed Sep 09,2020-09-09 00:00:00,SE,2.0,2.0,2020-09-06,3.0,Wed
Thu Sep 10,2020-09-10 00:00:00,SE/NE,0.0,0.0,2020-09-06,4.0,Thu
Fri Sep 11,2020-09-11 00:00:00,NW,0.0,0.0,2020-09-06,5.0,Fri
Sat Sep 12,2020-09-12 00:00:00,FreshNW,2.0,,2020-09-06,6.0,Sat
Sun Sep 13,2020-09-13 00:00:00,Fresh NW,2.0,0.0,2020-09-06,7.0,Sun
Mon Sep 14,2020-09-14 00:00:00,NW,3.5,0.0,2020-09-06,8.0,Mon
Tue Sep 15,2020-09-15 00:00:00,NW,2.0,0.0,2020-09-06,9.0,Tue
Wed Sep 16,2020-09-16 00:00:00,NW,0.0,0.0,2020-09-06,10.0,Wed
Thu Sep 17,2020-09-17 00:00:00,NW,0.0,0.0,2020-09-06,11.0,Thu
Fri Sep 18,2020-09-18 00:00:00,NW,2.0,0.0,2020-09-06,12.0,Fri
Sat Sep 19,2020-09-19 00:00:00,NW/W,2.0,0.0,2020-09-06,13.0,Sat
Mon Sep 07,2020-09-07 00:00:00,Strengthening N,0.0,0.0,2020-09-06,1.0,Mon
Tue Sep 08,2020-09-08 00:00:00,Strong NW,0.0,2.0,2020-09-06,2.0,Tue
Wed Sep 09,2020-09-09 00:00:00,SE,0.0,2.0,2020-09-06,3.0,Wed
Thu Sep 10,2020-09-10 00:00:00,SE to N,0.0,0.0,2020-09-06,4.0,Thu
Sat Sep 12,2020-09-12 00:00:00,NW,0.0,,2020-09-06,6.0,Sat
Sun Sep 13,2020-09-13 00:00:00,NW,2.0,0.0,2020-09-06,7.0,Sun
Mon Sep 14,2020-09-14 00:00:00,NW,2.0,0.0,2020-09-06,8.0,Mon
Tue Sep 15,2020-09-15 00:00:00,NW/W,2.0,0.0,2020-09-06,9.0,Tue
Wed Sep 16,2020-09-16 00:00:00,W/NW,0.0,0.0,2020-09-06,10.0,Wed
Thu Sep 17,2020-09-17 00:00:00,W/NW,0.0,0.0,2020-09-06,11.0,Thu
Sat Sep 19,2020-09-19 00:00:00,Fresh NW,2.0,0.0,2020-09-06,13.0,Sat
Mon Sep 07,2020-09-07 00:00:00,Strengthening N,0.0,0.0,2020-09-07,0.0,Mon
Tue Sep 08,2020-09-08 00:00:00,Strong NW,0.0,2.0,2020-09-07,1.0,Tue
Wed Sep 09,2020-09-09 00:00:00,SE,0.0,2.0,2020-09-07,2.0,Wed
Thu Sep 10,2020-09-10 00:00:00,SE to N,0.0,0.0,2020-09-07,3.0,Thu
Fri Sep 11,2020-09-11 00:00:00,NW,0.0,0.0,2020-09-07,4.0,Fri
Sat Sep 12,2020-09-12 00:00:00,NW,0.0,,2020-09-07,5.0,Sat
Sun Sep 13,2020-09-13 00:00:00,NW,2.0,0.0,2020-09-07,6.0,Sun
Mon Sep 14,2020-09-14 00:00:00,NW,2.0,0.0,2020-09-07,7.0,Mon
Tue Sep 15,2020-09-15 00:00:00,NW/W,2.0,0.0,2020-09-07,8.0,Tue
Wed Sep 16,2020-09-16 00:00:00,W/NW,0.0,0.0,2020-09-07,9.0,Wed
